,S No.,Movie Name,Duration,Year,Rating,Metascore,Director1,Director2,Director3
1366,"1,367",2012,158,2009,5.8,49,Roland Emmerich ,nan,nan
1367,"1,368",Clash of the Titans,106,2010,5.8,39,Louis Leterrier ,nan,nan
1368,"1,369",Mortal Kombat,101,1995,5.8,60,Paul W.S. Anderson ,nan,nan
1369,"1,370",Species,108,1995,5.8,49,Roger Donaldson ,nan,nan
1370,"1,371",The Man from Toronto,110,2022,5.8,34,Patrick Hughes ,nan,nan
1371,"1,372",The League of Extraordinary Gentlemen,110,2003,5.8,30,Stephen Norrington ,nan,nan
1372,"1,373",xXx,124,2002,5.8,48,Rob Cohen ,nan,nan
1373,"1,374",End of Days,122,1999,5.8,33,Peter Hyams ,nan,nan
1374,"1,375",Cobra,87,1986,5.8,25,George P. Cosmatos ,nan,nan
1375,"1,376",Troll,101,2022,5.8,62,Roar Uthaug ,nan,nan
1376,"1,377",Blade: Trinity,113,2004,5.8,38,David S. Goyer ,nan,nan
1377,"1,378",Hollow Man,112,2000,5.8,24,Paul Verhoeven ,nan,nan
1378,"1,379",Journey to the Center of the Earth,93,2008,5.8,57,Eric Brevig ,nan,nan
1379,"1,380",Over the Top,93,1987,5.8,40,Menahem Golan ,nan,nan
1380,"1,381",RoboCop 2,117,1990,5.8,42,Irvin Kershner ,nan,nan
1381,"1,382",Without Remorse,109,2021,5.8,41,Stefano Sollima ,nan,nan
1382,"1,383",Haywire,93,2011,5.8,67,Steven Soderbergh ,nan,nan
1383,"1,384",Lake Placid,82,1999,5.8,34,Steve Miner ,nan,nan
1384,"1,385",The Mortal Instruments: City of Bones,130,2013,5.8,33,Harald Zwart ,nan,nan
1385,"1,386",Pride and Prejudice and Zombies,108,2016,5.8,45,Burr Steers ,nan,nan
1386,"1,387",Extinction,95,2018,5.8,40,Ben Young ,nan,nan
1387,"1,388",Wild Hogs,100,2007,5.8,27,Walt Becker ,nan,nan
1388,"1,389",Rambo III,102,1988,5.8,36,Peter MacDonald ,nan,nan
1389,"1,390",Morgan,92,2016,5.8,48,Luke Scott ,nan,nan
1390,"1,391",The Host,125,2013,5.8,35,Andrew Niccol ,nan,nan
1391,"1,392",Straw Dogs,110,2011,5.8,45,Rod Lurie ,nan,nan
1392,"1,393",1941,118,1979,5.8,34,Steven Spielberg ,nan,nan
1393,"1,394",Resident Evil: Afterlife,96,2010,5.8,37,Paul W.S. Anderson ,nan,nan
1394,"1,395",Skyscraper,102,2018,5.8,51,Rawson Marshall Thurber ,nan,nan
1395,"1,396",Into the Storm,89,2014,5.8,44,Steven Quale ,nan,nan
1396,"1,397",Around the World in 80 Days,120,2004,5.8,49,Frank Coraci ,nan,nan
1397,"1,398",The Green Hornet,119,2011,5.8,39,Michel Gondry ,nan,nan
1398,"1,399",Hard to Kill,96,1990,5.8,41,Bruce Malmuth ,nan,nan
1399,"1,400",The Gunman,115,2015,5.8,39,Pierre Morel ,nan,nan
1400,"1,401",Striking Distance,102,1993,5.8,36,Rowdy Herrington ,nan,nan
1401,"1,402",Cirque du Freak: The Vampire's Assistant,109,2009,5.8,43,Paul Weitz ,nan,nan
1402,"1,403",Reindeer Games,104,2000,5.8,37,John Frankenheimer ,nan,nan
1403,"1,404",Air America,113,1990,5.8,33,Roger Spottiswoode ,nan,nan
1404,"1,405",Sudden Death,111,1995,5.8,Nan,Peter Hyams ,nan,nan
1405,"1,406",Bulletproof,84,1996,5.8,30,Ernest R. Dickerson ,nan,nan
1406,"1,407",Cradle 2 the Grave,101,2003,5.8,36,Andrzej Bartkowiak ,nan,nan
1407,"1,408",Firewall,105,2006,5.8,45,Richard Loncraine ,nan,nan
1408,"1,409",Taxi 3,84,2003,5.8,Nan,Gérard Krawczyk ,nan,nan
1409,"1,410",Samrat Prithviraj,135,2022,5.8,Nan,Chandra Prakash Dwivedi ,nan,nan
1410,"1,411",Murder Mystery 2,90,2023,5.7,44,Jeremy Garelick ,nan,nan
1411,"1,412",Mulan,115,2020,5.7,66,Niki Caro ,nan,nan
1412,"1,413",The Matrix Resurrections,148,2021,5.7,63,Lana Wachowski ,nan,nan
1413,"1,414",Memory,114,2022,5.7,41,Martin Campbell ,nan,nan
1414,"1,415",Chaos Walking,109,2021,5.7,38,Doug Liman ,nan,nan
1415,"1,416",The Three Musketeers,110,2011,5.7,35,Paul W.S. Anderson ,nan,nan
1416,"1,417",Escape Room: Tournament of Champions,88,2021,5.7,48,Adam Robitel ,nan,nan
1417,"1,418",Mechanic: Resurrection,98,2016,5.7,38,Dennis Gansel ,nan,nan
1418,"1,419",Planet of the Apes,119,2001,5.7,50,Tim Burton ,nan,nan
1419,"1,420",X-Men: Dark Phoenix,113,2019,5.7,43,Simon Kinberg ,nan,nan
1420,"1,421",G,118,2009,5.7,32,Stephen Sommers ,nan,nan
1421,"1,422",Fantastic Four,106,2005,5.7,40,Tim Story ,nan,nan
1422,"1,423",Bloodshot,109,2020,5.7,44,Dave Wilson ,nan,nan
1423,"1,424",G,110,2013,5.7,41,Jon M. Chu ,nan,nan
1424,"1,425",Samaritan,102,2022,5.7,45,Julius Avery ,nan,nan
1425,"1,426",Freddy vs,97,2003,5.7,37,Ronny Yu ,nan,nan
1426,"1,427",Underworld: Blood Wars,91,2016,5.7,23,Anna Foerster ,nan,nan
1427,"1,428",Lara Croft: Tomb Raider,100,2001,5.7,33,Simon West ,nan,nan
1428,"1,429",Buffy the Vampire Slayer,86,1992,5.7,48,Fran Rubel Kuzui ,nan,nan
1429,"1,430",Journey 2: The Mysterious Island,94,2012,5.7,41,Brad Peyton ,nan,nan
1430,"1,431",Crocodile Dundee II,108,1988,5.7,41,John Cornell ,nan,nan
1431,"1,432",Allegiant,120,2016,5.7,33,Robert Schwentke ,nan,nan
1432,"1,433",Pan,111,2015,5.7,36,Joe Wright ,nan,nan
1433,"1,434",Hitman: Agent 47,96,2015,5.7,28,Aleksander Bach ,nan,nan
1434,"1,435",Only God Forgives,90,2013,5.7,37,Nicolas Winding Refn ,nan,nan
1435,"1,436",Fool's Gold,112,2008,5.7,29,Andy Tennant ,nan,nan
1436,"1,437",The Do-Over,108,2016,5.7,22,Steven Brill ,nan,nan
1437,"1,438",Poseidon,98,2006,5.7,50,Wolfgang Petersen ,nan,nan
1438,"1,439",Wrath of the Titans,99,2012,5.7,37,Jonathan Liebesman ,nan,nan
1439,"1,440",Cooties,88,2014,5.7,49,Jonathan Milott, Cary Murnion ,nan
1440,"1,441",Escape from L,101,1996,5.7,54,John Carpenter ,nan,nan
1441,"1,442",The Darkest Minds,104,2018,5.7,39,Jennifer Yuh Nelson ,nan,nan
1442,"1,443",Gamer,95,2009,5.7,27,Mark Neveldine, Brian Taylor ,nan
1443,"1,444",Ben-Hur,123,2016,5.7,38,Timur Bekmambetov ,nan,nan
1444,"1,445",Priest,87,2011,5.7,41,Scott Stewart ,nan,nan
1445,"1,446",Gemini Man,117,2019,5.7,38,Ang Lee ,nan,nan
1446,"1,447",Cutthroat Island,124,1995,5.7,37,Renny Harlin ,nan,nan
1447,"1,448",Battle Los Angeles,116,2011,5.7,37,Jonathan Liebesman ,nan,nan
1448,"1,449",Race to Witch Mountain,98,2009,5.7,52,Andy Fickman ,nan,nan
1449,"1,450",Sabotage,109,2014,5.7,41,David Ayer ,nan,nan
1450,"1,451",Mighty Joe Young,114,1998,5.7,51,Ron Underwood ,nan,nan
1451,"1,452",Beckett,110,2021,5.7,52,Ferdinando Cito Filomarino ,nan,nan
1452,"1,453",Bullet to the Head,92,2012,5.7,48,Walter Hill ,nan,nan
1453,"1,454",Hudson Hawk,100,1991,5.7,17,Michael Lehmann ,nan,nan
1454,"1,455",Drillbit Taylor,110,2008,5.7,41,Steven Brill ,nan,nan
1455,"1,456",Red Planet,106,2000,5.7,34,Antony Hoffman ,nan,nan
1456,"1,457",Close,94,2019,5.7,51,Vicky Jewson ,nan,nan
1457,"1,458",Nowhere to Run,94,1993,5.7,41,Robert Harmon ,nan,nan
1458,"1,459",Money Train,110,1995,5.7,Nan,Joseph Ruben ,nan,nan
1459,"1,460",Bandidas,93,2006,5.7,Nan,Joachim Rønning, Espen Sandberg ,nan
1460,"1,461",The Art of War,117,2000,5.7,30,Christian Duguay ,nan,nan
1461,"1,462",Armored,88,2009,5.7,50,Nimród Antal ,nan,nan
1462,"1,463",The Mother,115,2023,5.6,45,Niki Caro ,nan,nan
1463,"1,464",Jurassic World: Dominion,147,2022,5.6,38,Colin Trevorrow ,nan,nan
1464,"1,465",The Meg,113,2018,5.6,46,Jon Turteltaub ,nan,nan
1465,"1,466",Transformers: Age of Extinction,165,2014,5.6,32,Michael Bay ,nan,nan
1466,"1,467",Pixels,105,2015,5.6,27,Chris Columbus ,nan,nan
1467,"1,468",Strange World,102,2022,5.6,65,Don Hall, Qui Nguyen ,nan
1468,"1,469",Beast,93,2022,5.6,54,Baltasar Kormákur ,nan,nan
1469,"1,470",Last Seen Alive,95,2022,5.6,Nan,Brian Goodman ,nan,nan
1470,"1,471",Charlie's Angels,98,2000,5.6,52,McG ,nan,nan
1471,"1,472",Men in Black: International,114,2019,5.6,38,F. Gary Gray ,nan,nan
1472,"1,473",Hulk,138,2003,5.6,54,Ang Lee ,nan,nan
1473,"1,474",Alexander,175,2004,5.6,40,Oliver Stone ,nan,nan
1474,"1,475",Spy Kids,88,2001,5.6,71,Robert Rodriguez ,nan,nan
1475,"1,476",Fantastic Four: Rise of the Silver Surfer,92,2007,5.6,45,Tim Story ,nan,nan
1476,"1,477",Judge Dredd,96,1995,5.6,Nan,Danny Cannon ,nan,nan
1477,"1,478",You Don't Mess with the Zohan,113,2008,5.6,54,Dennis Dugan ,nan,nan
1478,"1,479",The Dark Tower,95,2017,5.6,34,Nikolaj Arcel ,nan,nan
1479,"1,480",The Pacifier,95,2005,5.6,30,Adam Shankman ,nan,nan
1480,"1,481",Assassin's Creed,115,2016,5.6,36,Justin Kurzel ,nan,nan
1481,"1,482",Alien vs,101,2004,5.6,29,Paul W.S. Anderson ,nan,nan
1482,"1,483",Pacific Rim: Uprising,111,2018,5.6,44,Steven S. DeKnight ,nan,nan
1483,"1,484",The Specialist,110,1994,5.6,Nan,Luis Llosa ,nan,nan
1484,"1,485",R,96,2013,5.6,25,Robert Schwentke ,nan,nan
1485,"1,486",Johnny Mnemonic,96,1995,5.6,36,Robert Longo ,nan,nan
1486,"1,487",Wild Card,92,2015,5.6,40,Simon West ,nan,nan
1487,"1,488",Machete Kills,107,2013,5.6,41,Robert Rodriguez ,nan,nan
1488,"1,489",Jay and Silent Bob Reboot,105,2019,5.6,46,Kevin Smith ,nan,nan
1489,"1,490",Timeline,116,2003,5.6,28,Richard Donner ,nan,nan
1490,"1,491",Jolt,91,2021,5.6,48,Tanya Wexler ,nan,nan
1491,"1,492",The Ice Road,109,2021,5.6,42,Jonathan Hensleigh ,nan,nan
1492,"1,493",Brahmastra Part One: Shiva,167,2022,5.6,57,Ayan Mukerji ,nan,nan
1493,"1,494",Raw Deal,106,1986,5.6,44,John Irvin ,nan,nan
1494,"1,495",Double Impact,110,1991,5.6,40,Sheldon Lettich ,nan,nan
1495,"1,496",Hold the Dark,125,2018,5.6,63,Jeremy Saulnier ,nan,nan
1496,"1,497",The Marksman,108,2021,5.6,44,Robert Lorenz ,nan,nan
1497,"1,498",Chain Reaction,107,1996,5.6,43,Andrew Davis ,nan,nan
1498,"1,499",National Security,88,2003,5.6,31,Dennis Dugan ,nan,nan
1499,"1,500",MacGruber,90,2010,5.6,43,Jorma Taccone ,nan,nan
1500,"1,501",Brick Mansions,90,2014,5.6,40,Camille Delamarre ,nan,nan
1501,"1,502",The Skulls,106,2000,5.6,24,Rob Cohen ,nan,nan
1502,"1,503",The Pink Panther 2,92,2009,5.6,36,Harald Zwart ,nan,nan
1503,"1,504",The Contract,96,2006,5.6,Nan,Bruce Beresford ,nan,nan
1504,"1,505",Survivor,96,2015,5.6,28,James McTeigue ,nan,nan
1505,"1,506",The Quest,95,1996,5.6,Nan,Jean-Claude Van Damme ,nan,nan
1506,"1,507",Exit Wounds,101,2001,5.6,39,Andrzej Bartkowiak ,nan,nan
1507,"1,508",Fire with Fire,97,2012,5.6,Nan,David Barrett ,nan,nan
1508,"1,509",Bad Company,116,2002,5.6,37,Joel Schumacher ,nan,nan
1509,"1,510",12 Rounds,108,2009,5.6,38,Renny Harlin ,nan,nan
1510,"1,511",Sleepless,95,2017,5.6,34,Baran bo Odar ,nan,nan
1511,"1,512",Metro,117,1997,5.6,41,Thomas Carter ,nan,nan
1512,"1,513",Bang Bang,153,2014,5.6,Nan,Siddharth Anand ,nan,nan
1513,"1,514",Once There Was a Tiger,132,2012,5.6,Nan,Mathur Goswami, Kabir Khan ,nan
1514,"1,515",Baywatch,116,2017,5.5,37,Seth Gordon ,nan,nan
1515,"1,516",Willy's Wonderland,88,2021,5.5,44,Kevin Lewis ,nan,nan
1516,"1,517",The Core,135,2003,5.5,48,Jon Amiel ,nan,nan
1517,"1,518",The 355,122,2022,5.5,40,Simon Kinberg ,nan,nan
1518,"1,519",George of the Jungle,92,1997,5.5,53,Sam Weisman ,nan,nan
1519,"1,520",Green Lantern,114,2011,5.5,39,Martin Campbell ,nan,nan
1520,"1,521",The Cloverfield Paradox,102,2018,5.5,37,Julius Onah ,nan,nan
1521,"1,522",The Scorpion King,92,2002,5.5,45,Chuck Russell ,nan,nan
1522,"1,523",Sweet Girl,110,2021,5.5,46,Brian Andrew Mendoza ,nan,nan
1523,"1,524",Snakes on a Plane,105,2006,5.5,58,David R. Ellis ,nan,nan
1524,"1,525",Pompeii,105,2014,5.5,39,Paul W.S. Anderson ,nan,nan
1525,"1,526",Resident Evil: The Final Chapter,107,2016,5.5,49,Paul W.S. Anderson ,nan,nan
1526,"1,527",Virtuosity,106,1995,5.5,39,Brett Leonard ,nan,nan
1527,"1,528",Seventh Son,102,2014,5.5,30,Sergei Bodrov ,nan,nan
1528,"1,529",Your Highness,102,2011,5.5,31,David Gordon Green ,nan,nan
1529,"1,530",Volcano,104,1997,5.5,55,Mick Jackson ,nan,nan
1530,"1,531",Mortdecai,107,2015,5.5,27,David Koepp ,nan,nan
1531,"1,532",Eight Legged Freaks,99,2002,5.5,53,Ellory Elkayem ,nan,nan
1532,"1,533",Lara Croft: Tomb Raider - The Cradle of Life,117,2003,5.5,43,Jan de Bont ,nan,nan
1533,"1,534",Peninsula,116,2020,5.5,51,Sang-ho Yeon ,nan,nan
1534,"1,535",Star Trek V: The Final Frontier,107,1989,5.5,43,William Shatner ,nan,nan
1535,"1,536",Under Siege 2: Dark Territory,100,1995,5.5,52,Geoff Murphy ,nan,nan
1536,"1,537",Beverly Hills Cop III,104,1994,5.5,16,John Landis ,nan,nan
1537,"1,538",The Bounty Hunter,110,2010,5.5,22,Andy Tennant ,nan,nan
1538,"1,539",Collateral Damage,108,2002,5.5,33,Andrew Davis ,nan,nan
1539,"1,540",Stolen,96,2012,5.5,43,Simon West ,nan,nan
1540,"1,541",Beverly Hills Ninja,88,1997,5.5,27,Dennis Dugan ,nan,nan
1541,"1,542",Babylon A,90,2008,5.5,26,Mathieu Kassovitz ,nan,nan
1542,"1,543",Cop Out,107,2010,5.5,31,Kevin Smith ,nan,nan
1543,"1,544",Fighting,105,2009,5.5,61,Dito Montiel ,nan,nan
1544,"1,545",Whiteout,101,2009,5.5,Nan,Dominic Sena ,nan,nan
1545,"1,546",The Man,83,2005,5.5,33,Les Mayfield ,nan,nan
1546,"1,547",Showtime,95,2002,5.5,32,Tom Dey ,nan,nan
1547,"1,548",Taxi 4,91,2007,5.5,Nan,Gérard Krawczyk ,nan,nan
1548,"1,549",Gunjan Saxena: The Kargil Girl,112,2020,5.5,Nan,ALi Khan AK, Sharan Sharma ,nan
1549,"1,550",65,93,2023,5.4,40,Scott Beck, Bryan Woods ,nan
1550,"1,551",Shotgun Wedding,101,2022,5.4,46,Jason Moore ,nan,nan
1551,"1,552",Wonder Woman 1984,151,2020,5.4,60,Patty Jenkins ,nan,nan
1552,"1,553",Gods of Egypt,127,2016,5.4,25,Alex Proyas ,nan,nan
1553,"1,554",The Mummy,110,2017,5.4,34,Alex Kurtzman ,nan,nan
1554,"1,555",Batman Forever,121,1995,5.4,51,Joel Schumacher ,nan,nan
1555,"1,556",Infinite,106,2021,5.4,28,Antoine Fuqua ,nan,nan
1556,"1,557",Spiderhead,106,2022,5.4,54,Joseph Kosinski ,nan,nan
1557,"1,558",The Forever Purge,103,2021,5.4,53,Everardo Gout ,nan,nan
1558,"1,559",Ava,96,2020,5.4,39,Tate Taylor ,nan,nan
1559,"1,560",Snake Eyes,121,2021,5.4,43,Robert Schwentke ,nan,nan
1560,"1,561",Godzilla,139,1998,5.4,32,Roland Emmerich ,nan,nan
1561,"1,562",Maximum Overdrive,98,1986,5.4,24,Stephen King ,nan,nan
1562,"1,563",Drive Angry,104,2011,5.4,44,Patrick Lussier ,nan,nan
1563,"1,564",Æon Flux,93,2005,5.4,36,Karyn Kusama ,nan,nan
1564,"1,565",Vampire Academy,104,2014,5.4,31,Mark Waters ,nan,nan
1565,"1,566",Big Game,110,2014,5.4,53,Jalmari Helander ,nan,nan
1566,"1,567","Game Over, Man!",101,2018,5.4,32,Kyle Newacheck ,nan,nan
1567,"1,568",Killers,100,2010,5.4,21,Robert Luketic ,nan,nan
1568,"1,569",Blackhat,133,2015,5.4,51,Michael Mann ,nan,nan
1569,"1,570",The Happytime Murders,91,2018,5.4,27,Brian Henson ,nan,nan
1570,"1,571",Outside the Wire,114,2021,5.4,45,Mikael Håfström ,nan,nan
1571,"1,572",Season of the Witch,95,2011,5.4,28,Dominic Sena ,nan,nan
1572,"1,573",The Tuxedo,98,2002,5.4,30,Kevin Donovan ,nan,nan
1573,"1,574",The Spy Next Door,94,2010,5.4,27,Brian Levant ,nan,nan
1574,"1,575",D3: The Mighty Ducks,104,1996,5.4,Nan,Robert Lieberman ,nan,nan
1575,"1,576",The Last Legion,101,2007,5.4,37,Doug Lefler ,nan,nan
1576,"1,577",The Man with the Iron Fists,95,2012,5.4,51,RZA ,nan,nan
1577,"1,578",Pathfinder,99,2007,5.4,29,Marcus Nispel ,nan,nan
1578,"1,579",Battle for the Planet of the Apes,93,1973,5.4,40,J. Lee Thompson ,nan,nan
1579,"1,580",Killing Season,91,2013,5.4,25,Mark Steven Johnson ,nan,nan
1580,"1,581",Bulletproof Monk,104,2003,5.4,40,Paul Hunter ,nan,nan
1581,"1,582",I Spy,97,2002,5.4,35,Betty Thomas ,nan,nan
1582,"1,583",Dhoom 3,172,2013,5.4,61,Vijay Krishna Acharya ,nan,nan
1583,"1,584",Masters of the Universe,106,1987,5.3,35,Gary Goddard ,nan,nan
1584,"1,585",Geostorm,109,2017,5.3,21,Dean Devlin ,nan,nan
1585,"1,586",The Predator,107,2018,5.3,48,Shane Black ,nan,nan
1586,"1,587",The New Mutants,94,2020,5.3,43,Josh Boone ,nan,nan
1587,"1,588",Point Break,114,2015,5.3,34,Ericson Core ,nan,nan
1588,"1,589",Ghost Rider,110,2007,5.3,35,Mark Steven Johnson ,nan,nan
1589,"1,590",Jupiter Ascending,127,2015,5.3,40,Lana Wachowski, Lilly Wachowski ,nan
1590,"1,591",Daredevil,103,2003,5.3,42,Mark Steven Johnson ,nan,nan
1591,"1,592",Tank Girl,104,1995,5.3,46,Rachel Talalay ,nan,nan
1592,"1,593",Robin Hood,116,2018,5.3,32,Otto Bathurst ,nan,nan
1593,"1,594",Congo,109,1995,5.3,22,Frank Marshall ,nan,nan
1594,"1,595",Resident Evil: Retribution,95,2012,5.3,39,Paul W.S. Anderson ,nan,nan
1595,"1,596",Red Dawn,93,2012,5.3,31,Dan Bradley ,nan,nan
1596,"1,597",The Karate Kid Part III,112,1989,5.3,36,John G. Avildsen ,nan,nan
1597,"1,598",Land of the Lost,102,2009,5.3,32,Brad Silberling ,nan,nan
1598,"1,599",Max Payne,100,2008,5.3,31,John Moore ,nan,nan
1599,"1,600",Spy Kids 2: Island of Lost Dreams,100,2002,5.3,66,Robert Rodriguez ,nan,nan
1600,"1,601",One for the Money,91,2012,5.3,22,Julie Anne Robinson ,nan,nan
1601,"1,602",Spy Hard,81,1996,5.3,25,Rick Friedberg ,nan,nan
1602,"1,603",The Colony,95,2013,5.3,28,Jeff Renfroe ,nan,nan
1603,"1,604",Hollywood Homicide,116,2003,5.3,47,Ron Shelton ,nan,nan
1604,"1,605",Bangkok Dangerous,99,2008,5.3,24,Danny Pang, Oxide Chun Pang ,nan
1605,"1,606",Universal Soldier: Regeneration,97,2009,5.3,70,John Hyams ,nan,nan
1606,"1,607",The Way to Paradise,85,2011,5.3,Nan,Enzo Zelocchi ,nan,nan
1607,"1,608",F9: The Fast Saga,143,2021,5.2,58,Justin Lin ,nan,nan
1608,"1,609",Transformers: The Last Knight,154,2017,5.2,27,Michael Bay ,nan,nan
1609,"1,610",Morbius,104,2022,5.2,35,Daniel Espinosa ,nan,nan
1610,"1,611",The Covenant,97,2006,5.2,19,Renny Harlin ,nan,nan
1611,"1,612",Resident Evil: Welcome to Raccoon City,107,2021,5.2,44,Johannes Roberts ,nan,nan
1612,"1,613",Hellboy,120,2019,5.2,31,Neil Marshall ,nan,nan
1613,"1,614",Legion,100,2010,5.2,32,Scott Stewart ,nan,nan
1614,"1,615",The Mummy: Tomb of the Dragon Emperor,112,2008,5.2,31,Rob Cohen ,nan,nan
1615,"1,616",xXx: Return of Xander Cage,107,2017,5.2,42,D.J. Caruso ,nan,nan
1616,"1,617",Spawn,96,1997,5.2,34,Mark A.Z. Dippé ,nan,nan
1617,"1,618",The 5th Wave,112,2016,5.2,33,J Blakeson ,nan,nan
1618,"1,619",Mighty Morphin Power Rangers,95,1995,5.2,40,Bryan Spicer ,nan,nan
1619,"1,620",Independence Day: Resurgence,120,2016,5.2,32,Roland Emmerich ,nan,nan
1620,"1,621",Monster Hunter,103,2020,5.2,47,Paul W.S. Anderson ,nan,nan
1621,"1,622",The Bad Batch,118,2016,5.2,62,Ana Lily Amirpour ,nan,nan
1622,"1,623",Paul Blart: Mall Cop,91,2009,5.2,39,Steve Carr ,nan,nan
1623,"1,624",Doom,105,2005,5.2,34,Andrzej Bartkowiak ,nan,nan
1624,"1,625",Lost in Space,130,1998,5.2,42,Stephen Hopkins ,nan,nan
1625,"1,626",Big Momma's House,99,2000,5.2,33,Raja Gosnell ,nan,nan
1626,"1,627",A Good Day to Die Hard,98,2013,5.2,28,John Moore ,nan,nan
1627,"1,628",The First Purge,97,2018,5.2,54,Gerard McMurray ,nan,nan
1628,"1,629",The Transporter Refueled,96,2015,5.2,32,Camille Delamarre ,nan,nan
1629,"1,630",The Medallion,88,2003,5.2,38,Gordon Chan ,nan,nan
1630,"1,631",Mutant Chronicles,111,2008,5.2,Nan,Simon Hunter ,nan,nan
1631,"1,632",Beast,155,2022,5.2,Nan,Nelson Dilipkumar ,nan,nan
1632,"1,633",Bachchhan Paandey,147,2022,5.2,Nan,Farhad Samji ,nan,nan
1633,"1,634",Moonfall,130,2022,5.1,41,Roland Emmerich ,nan,nan
1634,"1,635",Conan the Barbarian,113,2011,5.1,36,Marcus Nispel ,nan,nan
1635,"1,636",Red Sonja,89,1985,5.1,35,Richard Fleischer ,nan,nan
1636,"1,637",Eragon,104,2006,5.1,38,Stefen Fangmeier ,nan,nan
1637,"1,638","I, Frankenstein",92,2014,5.1,30,Stuart Beattie ,nan,nan
1638,"1,639","10,000 BC",109,2008,5.1,34,Roland Emmerich ,nan,nan
1639,"1,640",Stealth,121,2005,5.1,35,Rob Cohen ,nan,nan
1640,"1,641",Agent Cody Banks,102,2003,5.1,41,Harald Zwart ,nan,nan
1641,"1,642",Abduction,106,2011,5.1,25,John Singleton ,nan,nan
1642,"1,643",Miss Congeniality 2: Armed & Fabulous,115,2005,5.1,34,John Pasquin ,nan,nan
1643,"1,644",G-Force,88,2009,5.1,41,Hoyt Yeatman ,nan,nan
1644,"1,645",Cats & Dogs,87,2001,5.1,47,Lawrence Guterman ,nan,nan
1645,"1,646",Hot Pursuit,87,2015,5.1,31,Anne Fletcher ,nan,nan
1646,"1,647",Stormbreaker,93,2006,5.1,42,Geoffrey Sax ,nan,nan
1647,"1,648",Alex Cross,101,2012,5.1,30,Rob Cohen ,nan,nan
1648,"1,649",Get Carter,102,2000,5.1,24,Stephen Kay ,nan,nan
1649,"1,650",Charlie's Angels,118,2019,5.0,52,Elizabeth Banks ,nan,nan
1650,"1,651",The Twilight Saga: Eclipse,124,2010,5.0,58,David Slade ,nan,nan
1651,"1,652",Shadow in the Cloud,83,2020,5.0,66,Roseanne Liang ,nan,nan
1652,"1,653",How It Ends,113,2018,5.0,36,David M. Rosenthal ,nan,nan
1653,"1,654",Superman III,125,1983,5.0,44,Richard Lester ,nan,nan
1654,"1,655",Cyborg,86,1989,5.0,24,Albert Pyun ,nan,nan
1655,"1,656",The Phantom,100,1996,5.0,53,Simon Wincer ,nan,nan
1656,"1,657",Virus,99,1999,5.0,19,John Bruno ,nan,nan
1657,"1,658",See No Evil,84,2006,5.0,17,Gregory Dark ,nan,nan
1658,"1,659",Dilwale,158,2015,5.0,Nan,Rohit Shetty ,nan,nan
1659,"1,660",Wild Wild West,106,1999,4.9,38,Barry Sonnenfeld ,nan,nan
1660,"1,661",The Darkest Hour,89,2011,4.9,18,Chris Gorak ,nan,nan
1661,"1,662",Dracula 2000,99,2000,4.9,26,Patrick Lussier ,nan,nan
1662,"1,663",Charlie's Angels: Full Throttle,106,2003,4.9,48,McG ,nan,nan
1663,"1,664",The Cold Light of Day,93,2012,4.9,22,Mabrouk El Mechri ,nan,nan
1664,"1,665",Ghosts of Mars,98,2001,4.9,35,John Carpenter ,nan,nan
1665,"1,666",Blues Brothers 2000,123,1998,4.9,Nan,John Landis ,nan,nan
1666,"1,667",Happy New Year,180,2014,4.9,Nan,Farah Khan ,nan,nan
1667,"1,668",Anaconda,89,1997,4.8,37,Luis Llosa ,nan,nan
1668,"1,669",The Ridiculous 6,119,2015,4.8,18,Frank Coraci ,nan,nan
1669,"1,670",DOA: Dead or Alive,87,2006,4.8,38,Corey Yuen ,nan,nan
1670,"1,671",After Earth,100,2013,4.8,33,M. Night Shyamalan ,nan,nan
1671,"1,672",Teenage Mutant Ninja Turtles III,96,1993,4.8,40,Stuart Gillard ,nan,nan
1672,"1,673",Crocodile Dundee in Los Angeles,95,2001,4.8,37,Simon Wincer ,nan,nan
1673,"1,674",Tekken,92,2010,4.8,Nan,Dwight H. Little ,nan,nan
1674,"1,675",Double Team,93,1997,4.8,44,Hark Tsui ,nan,nan
1675,"1,676",Godsend,102,2004,4.8,24,Frank M. Calo, Nick Hamm ,nan
1676,"1,677",Howard the Duck,110,1986,4.7,28,Willard Huyck ,nan,nan
1677,"1,678",Zoolander 2,101,2016,4.7,34,Ben Stiller ,nan,nan
1678,"1,679",Elektra,97,2005,4.7,34,Rob Bowman ,nan,nan
1679,"1,680",Anacondas: The Hunt for the Blood Orchid,97,2004,4.7,40,Dwight H. Little ,nan,nan
1680,"1,681",The Spirit,103,2008,4.7,30,Frank Miller ,nan,nan
1681,"1,682",The Marine,92,2006,4.7,45,John Bonito ,nan,nan
1682,"1,683",Jonah Hex,81,2010,4.7,33,Jimmy Hayward ,nan,nan
1683,"1,684",Shamshera,178,2022,4.7,Nan,Karan Malhotra ,nan,nan
1684,"1,685",Ra,156,2011,4.7,60,Anubhav Sinha ,nan,nan
1685,"1,686",Bodyguard,130,2011,4.7,41,Siddique ,nan,nan
1686,"1,687",Bharat,150,2019,4.7,Nan,Ali Abbas Zafar ,nan,nan
1687,"1,688",Superhero Movie,75,2008,4.6,33,Craig Mazin ,nan,nan
1688,"1,689",Interceptor,99,2022,4.6,51,Matthew Reilly ,nan,nan
